"grid ID","0.05","0.25","0.5","0.75","0.95","length","n"
"10","7.64822940826416","13.3413381576538","17.7544898986816","22.6377353668213","29.9283409118652","1791.0995184946","39473"
"11","14.530801820755","18.0482416152954","20.6245851516724","24.5746040344238","30.2443430900574","668.468315232077","15910"
"12","6.09812715053558","11.8100407123566","16.3164968490601","18.9987320899963","21.6398602485657","206.105887731155","780"
"19","4.79324865341187","9.86428737640381","12.2136964797974","15.0015821456909","18.5308227539062","986.647245608711","21441"
"20","3.02397367954254","6.94085454940796","10.2366485595703","14.0686502456665","23.6476861953735","2128.12496200509","7367"
"21","3.32257580757141","5.16905450820923","6.90320873260498","9.33498668670654","14.8890487670898","2247.77353116444","17637"
"22","3.96733796596527","8.4842357635498","12.9302439689636","17.1481204032898","25.9272417068481","1507.20995945765","27970"
"29","2.90270199775696","6.54730653762817","10.0783367156982","16.9755249023438","23.0783638000488","277.817542873557","9049"
"30","2.27334547042847","5.01560068130493","8.16814661026001","12.2351367473602","21.1332854270935","3151.49506141223","68978"
"31","2.76693600416183","6.36977994441986","9.40204906463623","14.1606087684631","22.4528455734253","762.984820937802","5166"
"37","3.71843581199646","10.6787366867065","14.7073850631714","21.3077049255371","30.7182231903076","1449.47112849141","31765"
"38","12.2658857345581","19.4038887023926","25.5497961044312","32.1200437545776","43.2236463546753","1937.89892512969","33128"
"45","2.61402070522308","6.25079393386841","10.025475025177","15.308967590332","26.356659412384","1562.87499696612","33376"
"46","8.99601278305054","14.4474115371704","16.9270753860474","18.7164344787598","21.9402916908264","2544.17508015377","34478"
"47","1.68394374251366","6.4149386882782","11.4612383842468","17.0511784553528","26.167911529541","733.945443753448","8678"
"53","2.80107134580612","6.64985275268555","9.59794616699219","13.1536448001862","18.8246145248413","2754.54879785824","48456"
"54","2.38859724998474","7.28171730041504","12.5218896865845","17.4114112854004","25.6309226989746","2305.26177292048","55553"
"55","1.93600497245789","4.19492053985596","5.8215389251709","7.92986965179443","12.6444286346436","84.3137788437333","209"
"60","1.90867388248444","5.26472043991089","8.53602600097656","12.9546909332275","22.1217547416687","806.235856020868","16148"
"61","1.4678430557251","3.99424767494202","6.61740303039551","10.0481128692627","19.3681982040405","3179.72673763716","51878"
"62","2.76271772384644","6.136962890625","10.7366275787354","20.0233030319214","28.1560821533203","1092.14041247395","19591"
"68","15.1811742782593","19.1840972900391","22.4918518066406","25.5561561584473","32.4920349121094","535.374156556473","13701"
"69","12.6244023323059","17.6936817169189","20.7656564712524","25.4956665039062","34.7404327392578","975.385037402031","20798"
"84","14.4352201461792","24.2587461471558","29.9333095550537","37.3429756164551","46.7644351959228","1056.30991252258","6643"
"85","15.1901082992554","19.4872169494629","23.748254776001","29.9231491088867","42.2609901428223","683.673152126673","4989"
"93","5.9716721534729","9.82525706291199","13.0698394775391","17.0958962440491","22.7805560111999","2264.45644520528","43272"
"94","9.4406222820282","14.8760299682617","26.8090572357178","33.4116106033325","44.1883733749389","1066.60732675391","25632"
"101","4.35627174377441","7.3359158039093","9.26495742797852","10.8480451107025","13.8492994308472","842.337909739909","26066"
"102","8.26591243743897","12.2425947189331","22.1298408508301","29.0274658203125","37.2366985321045","1015.08374447005","27202"
"103","7.95575671195984","13.1787261962891","17.8985891342163","23.1698741912842","30.4738651275635","1415.06801405588","26632"
"111","10.0030967712402","15.0081911087036","17.6489562988281","20.8829078674316","29.0592750549316","935.520618976569","20257"
"TOTAL","3.29450249671936","8.13103771209717","13.4155960083008","19.5187454223633","31.0726799011231",NA,"762223"
