"","slopeBase"
"17","4.23457549534721"
"18","5.04828158620135"
"28","1.89120562588648"
"29","9.18244793731461"
"30","7.4214208615179"
"31","4.23900600159201"
"32","8.05193440913293"
"33","15.3062783691319"
"34","32.3641682677733"
"41","4.02692093983535"
"42","3.42620498066361"
"43","11.0854230177266"
"44","28.2752816366153"
"45","22.7061584816993"
"46","14.1807231314154"
"47","21.8616273230321"
"54","3.42620498066361"
"55","3.37004637761345"
"56","13.0480279089973"
"57","11.0519825988231"
"58","5.9373194188867"
"59","18.4141772701243"
"60","22.3192262523871"
"68","7.64113061947678"
"69","8.00573576918651"
"70","7.70785841707794"
"71","16.392069573072"
"72","20.7184201220781"
"73","24.8559969837783"
"84","24.1737318809434"
"85","19.2085320400919"
"98","15.6285822921724"
"113","24.3623922209529"
"114","28.7899100582506"
"125","20.693073177171"
"126","14.5377701277325"
"127","13.0894534258412"
"129","22.218168649155"
"130","19.1962950313927"
"137","11.8845157704712"
"138","17.0133208549394"
"139","12.7659137183958"
"140","21.5642553088369"
"141","13.3179200300805"
"142","19.5126105549039"
"150","16.5189166897827"
"151","15.8827734143832"
"152","20.2218029682074"
"153","7.06690729890607"
"154","16.3397670720801"
"163","14.6009270766083"
"164","14.2456723178184"
"166","17.3308066654272"
"171","3.11030800239838"
"172","2.16761620512022"
"174","5.68851784880719"
"175","10.7033849280377"
"176","6.24164920501514"
"178","15.5808826461289"
"179","19.0532363617958"
"184","3.5312627641156"
"185","4.63435634429617"
"186","16.8256095745304"
"187","12.9903043867205"
"189","18.8933355025581"
"190","19.726114150609"
"191","19.4285952311495"
"192","15.312540797121"
"199","12.7934220361678"
"200","15.5799575250454"
"201","24.1087712806791"
"202","32.5597452431716"
"203","23.2743092579638"
"204","16.9517013090505"
"209","5.81256621660105"
"210","11.9233065637791"
"211","14.3560890914102"
"212","11.6722592695467"
"214","32.8037315991433"
"215","21.131049525738"
