"","slopeBase"
"19","14.1538929615261"
"124","22.5591567819746"
"125","21.6682545610662"
"181","24.1390375419031"
"182","18.7730203398465"
"183","18.1923957745488"
"184","20.7438651378082"
"287","13.6904749236758"
"288","14.0327363934254"
"289","17.1805569706264"
"290","18.853726012528"
"393","17.9606570860273"
"394","17.2745505162513"
"395","26.7482046218905"
"441","15.3115839181122"
"442","22.5600523899696"
"443","12.3814828823904"
"444","14.5715750761539"
"484","20.5578884017214"
"485","19.7517408634143"
"500","17.0249020421737"
"501","26.1699284041201"
"502","12.2495416601159"
"504","6.81021079058951"
"505","9.10481707517622"
"548","24.1706125772745"
"549","12.8914229459135"
"577","20.6711675659919"
"578","14.1080877481312"
"580","17.9143009878812"
"581","14.2466035115729"
"589","17.0545944025674"
"590","13.9275756867954"
"591","20.827920737622"
"593","19.9389193063319"
"594","21.5869132911136"
"606","16.260908756688"
"607","29.1533810948044"
"608","17.8739270202306"
"610","11.2747739106434"
"611","13.2389211010093"
"675","22.4295257527415"
"676","20.9567580923399"
"678","14.2235569341257"
"683","23.125539323299"
"684","19.6102737774887"
"685","7.93366413711265"
"686","20.2754019525557"
"687","14.7934641923207"
"698","12.5778828852107"
"699","10.9541829809238"
"700","15.3160620395835"
"701","19.5088631693526"
"712","3.89330316045311"
"713","8.68670998542968"
"714","15.6493533186195"
"715","9.72048456449504"
"716","9.8706865792356"
"767","22.2127903378788"
"774","22.5093687027588"
"775","25.788828531591"
"781","18.9462927047125"
"782","22.6232863589629"
"784","18.7370289226723"
"785","18.0524841651669"
"789","10.1934728357621"
"790","23.2185259619014"
"792","22.8386817187797"
"793","11.1594082221232"
"804","17.5319971722832"
"805","6.88575714857641"
"806","7.93966669548032"
"807","12.3735587838433"
"808","18.5414336017049"
"819","7.66812366538606"
"820","17.0633361835894"
"821","3.58986771910936"
"822","15.312233006855"
"823","8.56564641651783"
"824","18.4014194756536"
"825","3.43959935541097"
"876","18.3711500619326"
"879","11.7842400753683"
"880","9.92870830738814"
"881","12.3973638246229"
"887","7.2867382504162"
"888","11.1430909291021"
"890","14.0900014365792"
"891","11.8532924276745"
"897","16.8485842809509"
"898","19.9896409244911"
"899","12.4999665807739"
"901","14.3842467077587"
"902","13.108368576009"
"906","2.28269382867401"
"907","9.60955930713544"
"910","18.6223743661375"
"913","13.9748712627755"
"914","10.1053967073619"
"925","4.50836370540192"
"926","13.1076590060699"
"927","16.340627320139"
"928","19.5327534225751"
"929","10.2621050433402"
"930","16.3356585064031"
"981","22.8398475135655"
"982","16.6786950408383"
"983","8.57998196001432"
"984","11.3164144028797"
"985","14.7211719516814"
"986","8.39467688070319"
"994","5.16308618339923"
"1001","13.4658323835121"
"1002","18.0260556051601"
"1003","22.0572835049011"
"1004","16.4946905211506"
"1006","14.1693861875315"
"1014","13.9374979223477"
"1016","15.7709510469416"
"1018","7.91862635212042"
"1019","13.3485453773569"
"1020","12.6470246229562"
"1022","29.8482967124992"
"1023","28.13559544566"
"1033","3.69647536631529"
