"","slopeBase"
"27","3.47661514850403"
"28","7.98335734744175"
"29","5.10554581037967"
"30","5.48260767041928"
"43","12.3548389316507"
"44","11.6249815231572"
"45","8.0232347413186"
"46","7.30197826844859"
"47","5.88916204840347"
"60","16.722323626907"
"61","4.44722299491177"
"62","8.04573796444301"
"63","8.68169637119995"
"84","5.35817137095779"
"89","6.4040371020457"
"90","14.6168124641653"
"91","17.7123916637483"
"100","6.68837305885726"
"104","3.65927501096856"
"105","2.40489752221215"
"106","11.0776670719927"
"107","14.2096009042097"
"108","6.98434095678831"
"109","6.13087974208255"
"110","7.54244247654244"
"115","3.86605764691433"
"116","4.27954893207226"
"120","8.22430246795219"
"121","4.3451585237263"
"122","12.5050804678846"
"123","6.83401944858641"
"124","4.99809664046505"
"125","8.44850510221337"
"126","7.79640085593304"
"132","12.5116283008759"
"135","10.9996705733323"
"136","5.00576448885203"
"138","8.6190969241377"
"139","5.32606685782382"
"141","7.00648287358929"
"142","6.51167864132306"
"147","37.942872172958"
"148","32.1666352758041"
"151","14.3539757724523"
"154","11.7336705623364"
"155","10.6021068897451"
"156","3.90116050934414"
"157","8.72868729063753"
"158","10.0313157315117"
"162","38.3395407308167"
"163","21.7207527211876"
"167","26.4328024749162"
"168","22.2075611325857"
"169","9.19534768802506"
"170","11.2347691669251"
"171","9.34848130359638"
"172","7.70589828459386"
"173","9.4188116319005"
"174","6.94805307067269"
"178","26.3321085347866"
"179","23.8838536866035"
"184","18.1229927138439"
"185","10.7039637826891"
"186","13.2415873358746"
"187","19.1501095270968"
"188","7.69581123247291"
"190","4.09425705403824"
"194","34.8670243107572"
"197","6.95024390449678"
"198","8.06520657359692"
"199","10.8707767366447"
"200","5.43218008490752"
"201","6.26726343016983"
"202","11.9102356098391"
"203","6.91179709819578"
"204","4.50198540369615"
"205","2.95581006485592"
"212","11.5473340458601"
"213","17.6006581799635"
"214","8.36100199067726"
"216","3.57747563611183"
"217","13.477283215274"
"218","3.35939093300282"
"219","8.72760700657691"
"220","3.32750230369714"
"228","11.3553265238004"
"233","14.4684772616333"
"234","9.31737204592022"
"235","6.63795600170919"
"242","6.05649782041899"
"243","10.2571135734001"
"244","28.0358874667979"
"250","7.99338856574714"
