"grid ID","area"
"18","0"
"19","0"
"20","0"
"21","0"
"32","0"
"33","0"
"34","0"
"35","0"
"36","0"
"43","0"
"44","0"
"45","0"
"46","0"
"47","0"
"48","0"
"49","0"
"50","0"
"51","0"
"55","0"
"56","0"
"57","0"
"61","0"
"62","0"
"63","0"
"64","0"
"67","0"
"68","0"
"69","0"
"70","0"
"71","0"
"80","0"
"81","0"
"93","0"
"TOTAL","0"
