"grid ID","0.05","0.25","0.5","0.75","0.95","length","n"
"98",NA,NA,NA,NA,NA,NA,"0"
"210","0","0","4.12146592140198","10.6471352577209","30.6721004486084","440.231859043368","3440"
"309","1.20573377609253","3.00415992736816","6.73580265045166","13.9788544178009","25.1262789726257","431.692081947347","6000"
"324","0","0","0","0","8.90866541862488","392.669039805756","5376"
"421","1.90412310361862","4.21801209449768","6.77486801147461","11.4325942993164","23.51051197052","1471.40192164365","29774"
"532","3.99483180046082","7.09968280792236","9.21078872680664","11.8677253723145","20.2014007568359","1102.85204851197","17961"
"533","3.12835078239441","5.86236667633057","8.03458118438721","10.5539083480835","16.4173858642578","364.562223613799","11793"
"644","0.716509521007538","1.84241637587547","4.84233260154724","9.67179942131042","17.7131876945496","1444.19007304481","29462"
"756","2.38990449905396","5.48378729820251","9.78267431259155","16.9597358703613","28.8668375015259","1487.83474668334","29916"
"772","5.09090065956116","6.2880744934082","6.81507611274719","18.6360507011414","28.873902797699",NA,"96"
"867","0.940357327461243","2.73967385292053","5.43196868896484","9.65134906768799","44.4023359298706","1035.51165875374","11972"
"868","0.792231619358063","2.4810329079628","7.61869192123413","15.5581116676331","44.8922790527343","468.738043073322","18288"
"884","4.06027703285217","8.059494972229","10.5428476333618","13.2218947410583","18.7415891647339","621.775610906101","16615"
"885","0","0","7.72892189025879","19.5900182723999","28.1797517776489","386.596140039716","7535"
"979","1.28791570663452","5.06003904342651","8.19913673400879","12.0624177455902","19.506929397583","1422.24029631209","35418"
"997","1.38437818288803","2.28473961353302","2.65188932418823","3.20365387201309","4.76390089988708","229.816337645686","2160"
"1091","1.1020085811615","4.04704332351685","8.17224884033203","13.5865516662598","46.5455867767334","1474.51712702018","29079"
"1109","3.62605953216553","9.4334282875061","11.7403364181519","14.7078227996826","22.1098785400391","572.818379433356","5511"
"1110","0","0","0","0","0.111905679106712","676.561603939139","8483"
"1112",NA,NA,NA,NA,NA,"1.08269927017644","0"
"1202","1.23204505443573","4.14712834358215","10.8738479614258","23.8445229530334","38.403935623169","688.175123501349","10224"
"1203","1.2490690946579","4.0146369934082","9.94914531707764","24.6518516540527","50.4412216186523","911.486198794962","21673"
"1222","0","0","2.35202836990356","8.22019147872925","23.7831849098206","15.2387582754388","4480"
"1224","0","0","0","0","0","253.55106673215","3282"
