"grid ID","0.05","0.25","0.5","0.75","0.95","length","n"
"4",NA,NA,NA,NA,NA,NA,"0"
"16","1.22695553302765","6.07129096984863","12.1571846008301","18.4494400024414","32.1685981750488","2573.37075221346","49277"
"17","8.28315477371216","12.8067541122437","17.4014530181885","27.7181758880615","37.9073001861572","1737.91974535526","37975"
"28","5.0196920633316","8.7239716053009","12.446635723114","18.0862784385681","28.387412071228","2129.64049233766","40936"
"29","2.96470236778259","8.52890205383301","17.8404998779297","26.8868656158447","34.1952436447144","1472.29044093639","32492"
"40","4.06372213363647","8.82560253143311","13.0586395263672","17.0571517944336","25.241609954834","1926.79296238537","40527"
"41","3.46034045219421","8.8525550365448","16.1081771850586","23.3029046058655","34.0953107833862","1300.36428524665","28494"
"51","2.97127151489258","5.78261852264404","8.555495262146","13.1120271682739","17.3424470901489","289.542568414499","11347"
"52","4.01572151184082","10.3441591262817","14.6990566253662","21.4675273895264","29.8888633728027","1314.64654755946","23797"
"53","2.45421755313873","5.50450801849365","8.61996650695801","12.6760878562927","26.6931896209717","117.321149028925","7331"
"54","21.8380702972412","26.2713451385498","30.1707191467285","35.7762298583984","39.3889610290527",NA,"17"
"55","5.14066393375397","10.3666565418243","15.0958499908447","23.2726683616638","40.2428068161011",NA,"3602"
"64","2.37816100120544","5.82508528232574","9.08198261260986","13.189685344696","20.2533758163452","314.346746496602","6598"
"65","3.52727527618408","8.04169368743896","13.802038192749","19.04856300354","27.432201385498",NA,"309"
"66","2.84110116958618","8.22408103942871","16.738094329834","27.9889326095581","36.1749549865723","1552.72248300059","31100"
"67","11.5811088562012","15.6839714050293","20.6023788452148","28.3052101135254","42.4983032226562","1369.14443842715","26279"
"68","4.03838872909546","10.1897222995758","14.0907874107361","20.4340019226074","30.6974479675293","1249.41756603647","29308"
"77","4.05957362651825","11.2153112888336","16.9364948272705","25.776695728302","34.1195964813232","289.852825536575","1250"
"80","8.13553333282471","10.5807981491089","13.3329372406006","18.6095600128174","31.8133068084717","557.718598099744","9641"
"81","3.51771903038025","7.64673042297363","13.1787261962891","22.3446235656738","37.3585510253906","1845.25056228529","36121"
"82","1.70812010765076","4.97963428497314","10.078932762146","17.0995273590088","28.048095703125","943.475643949486","25921"
"83","3.3957275390625","8.19458484649658","10.8090324401855","14.4163465499878","35.1420860290527","676.901175443239","18589"
"TOTAL","3.19164991378784","8.64986228942871","13.9255790710449","21.1626262664795","33.7998847961426",NA,"460911"
