"grid ID","area"
"18","0"
"19","0"
"20","0"
"21","0"
"30","0"
"31","0"
"32","0"
"33","0"
"40","0"
"41","0"
"42","0"
"43","0"
"44","0"
"45","0"
"52","0"
"53","0"
"54","0"
"55","0"
"56","0"
"57","0"
"58","0"
"59","0"
"62","0"
"63","0"
"64","0"
"65","0"
"66","0"
"67","0"
"68","0"
"69","0"
"70","0"
"71","0"
"72","0"
"74","0"
"75","0"
"76","0"
"77","0"
"78","0"
"79","0"
"80","0"
"81","0"
"82","0"
"83","0"
"91","0"
"95","0"
"TOTAL","0"
