"","slopeBase"
"66","6.39762631965716"
"67","11.611657940255"
"71","3.42832250128052"
"72","8.71411913107325"
"83","7.13028616551105"
"84","8.75215470638362"
"85","15.7124752182665"
"88","3.61267470095229"
"89","4.55887212941053"
"90","11.328866958002"
"96","0.913204308684312"
"97","0.695463365440064"
"114","0.864510734260871"
"115","7.57275939185436"
"131","8.66453480936674"
"132","5.23019088667659"
"133","13.1774146437807"
"149","24.8677765394405"
"150","27.8422290690346"
"151","22.1401184320067"
"164","34.9560363812452"
"168","19.5982153309946"
"181","1.9763585788571"
"182","24.221464199688"
"200","5.7684469445651"
"218","9.2126816067207"
"224","29.8691619458476"
"225","17.0707803427882"
"226","12.7974788624491"
"236","12.6531659464447"
"237","8.91574355356851"
"238","4.97003843886278"
"239","17.5474163463985"
"240","26.0878836860401"
"242","32.7332233343699"
"243","17.0421435716042"
"244","10.2027401575332"
"255","7.95313415779276"
"256","7.77474210997337"
"257","26.4740196717811"
"258","17.7182137083773"
"261","22.3212324361803"
"262","17.4832448961998"
"276","11.088875471476"
"294","9.63689495686772"
"299","38.1592431516871"
"300","23.6140059171067"
"301","22.6368848546187"
"312","6.19080258971476"
"313","11.3635515921658"
"317","30.3487808268659"
"318","26.9625132358165"
"319","25.1384952849078"
"331","9.7224569420668"
"349","6.93787852375434"
"350","8.59883659678143"
"368","5.71927828253587"
"369","16.8045025656536"
"370","28.2486502210504"
"387","6.88567241817232"
"388","21.3672817822673"
"405","5.53908330065589"
"406","10.1977602808683"
"424","10.0495418379247"
