"","slopeBase"
"5",NA
"12","16.1897167376299"
"13","23.3036699481987"
"21","6.2135183917414"
"22","12.9898096998777"
"30","14.7909853549842"
"31","25.2088472487535"
"34","16.5438491063454"
"36","11.1240116959863"
"37","14.9218575368279"
"42","16.5438491063454"
"44","12.0195676604471"
"45","11.506037732935"
"46","15.6093252864997"
"47","2.40281823166982"
"51","4.35538061736494"
"52","7.89200103820895"
"53","31.2952093749393"
"59","6.38582096645649"
"60","7.95977805776887"
"61","36.9295307200024"
"62","36.7046520859144"
"68","5.22424711545645"
"69","3.62624084813049"
