"grid ID","TRI","n"
"8","0.372059442702865","11692106"
"9","0.366397446101598","8153193"
"10","0.414358826521104","378960"
"14","0.656769115473556","9183355"
"15","0.471199706459508","9180750"
"16","0.394480892467593","7460093"
"17","0.412663060782852","5424802"
"18","0.407543078402981","987704"
"TOTAL","0.446728647971363","52460963"
